Name,2020-07-18 20:00,2020-07-18 21:00,2020-07-18 22:00,2020-07-18 23:00,2020-07-19 00:00,2020-07-19 01:00,2020-07-19 02:00,2020-07-19 03:00,2020-07-19 04:00,2020-07-19 05:00,2020-07-19 06:00,2020-07-19 07:00,2020-07-19 08:00,2020-07-19 09:00,2020-07-19 10:00,2020-07-19 11:00,2020-07-19 12:00,2020-07-19 13:00,2020-07-19 14:00,2020-07-19 15:00,2020-07-19 16:00,2020-07-19 17:00,2020-07-19 18:00,2020-07-19 19:00,2020-07-19 20:00,2020-07-19 21:00,2020-07-19 22:00,2020-07-19 23:00,2020-07-20 00:00,2020-07-20 01:00,2020-07-20 02:00,2020-07-20 03:00,2020-07-20 04:00,2020-07-20 05:00,2020-07-20 06:00,2020-07-20 07:00
Udhbhava Hospital,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Uma Nursing Home,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Unity Lifeline Hospital India Pvt Ltd,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
VIJAYASHREE HOSPITALS,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
VISHAL MULTI SPECIALITY HEALTH CAARE CENTRE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Varthur Silicon City Hospital Pvt Ltd LLP,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Vasavi Hospital,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Vedamrutha Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venkatagiri Nursing Home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria Hospital,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
Vijayanagar Hospital,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Vikram Hospital Bengaluru Private Limited,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Vimalalaya Hospital a Unit of Vimalalaya hospital,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Vinayaka Hospital,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vydehi Hospital,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
Yashomati Hospitals,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
cytecare Hospital Pvt Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
